unique_sample_id,class_id,class_name,component_id,area_pixels,centroid_y,centroid_x
Normal__N_37.jpg,9,T9,4,3099,290.80025814778963,146.9809616005163
Normal__N_37.jpg,10,T10,1,31,297.64516129032256,118.3225806451613
Normal__N_37.jpg,10,T10,2,59,297.96610169491527,148.32203389830508
Normal__N_37.jpg,10,T10,4,2728,317.3299120234604,154.06598240469208
Normal__N_37.jpg,10,T10,10,47,340.5744680851064,95.34042553191489
Normal__N_37.jpg,11,T11,1,3527,344.54607314998583,149.9010490501843
Normal__N_37.jpg,11,T11,5,109,365.79816513761466,151.73394495412845
Normal__N_37.jpg,11,T11,10,118,368.728813559322,96.90677966101696
Normal__N_37.jpg,12,T12,1,4865,380.8550873586845,161.32661870503597
Normal__N_37.jpg,12,T12,10,152,402.9605263157895,105.13815789473684
Normal__N_37.jpg,13,L1,2,4709,421.02803142917816,165.54321511998302
Normal__N_37.jpg,14,L2,2,3606,453.7201885745979,169.52911813643928
Normal__N_37.jpg,15,L3,1,5067,486.7065324649694,168.83422143280046
Normal__N_37.jpg,16,L4,1,7130,531.288218793829,165.7
Normal__N_37.jpg,17,L5,1,8095,579.5915997529339,167.22754786905497
Normal__N_37.jpg,17,L5,6,52,554.9038461538462,77.71153846153847
Normal__N_44.jpg,1,T1,1,2383,99.82626940830886,195.25304238355014
Normal__N_44.jpg,2,T2,1,2259,123.15139442231076,194.62284196547145
Normal__N_44.jpg,3,T3,1,2010,146.36567164179104,183.1960199004975
Normal__N_44.jpg,4,T4,6,1399,165.99928520371694,178.69478198713367
Normal__N_44.jpg,5,T5,1,133,174.46616541353384,147.1954887218045
Normal__N_44.jpg,5,T5,3,2485,194.10663983903422,188.7867203219316
Normal__N_44.jpg,6,T6,11,780,213.84871794871796,178.90897435897435
Normal__N_44.jpg,7,T7,4,3276,237.6590354090354,172.75396825396825
Normal__N_44.jpg,8,T8,2,1832,262.7674672489083,182.84497816593887
Normal__N_44.jpg,9,T9,1,3594,290.1207568169171,176.07317751808569
Normal__N_44.jpg,10,T10,2,41,305.3170731707317,129.390243902439
Normal__N_44.jpg,10,T10,3,3103,322.14598775378664,177.35675153077668
Normal__N_44.jpg,11,T11,1,2954,349.5670277589709,167.78808395396072
Normal__N_44.jpg,12,T12,5,4075,377.96441717791413,160.50944785276073
Normal__N_44.jpg,12,T12,25,68,398.70588235294116,179.69117647058823
Normal__N_44.jpg,13,L1,1,4780,414.29958158995817,151.6581589958159
Normal__N_44.jpg,14,L2,1,5751,454.43835854633977,150.7753434185359
Normal__N_44.jpg,15,L3,1,5518,496.4184487133019,144.96556723450524
Normal__N_44.jpg,16,L4,1,59,508.03389830508473,88.71186440677967
Normal__N_44.jpg,16,L4,4,5080,535.0990157480315,150.16338582677164
Normal__N_44.jpg,16,L4,13,332,563.1114457831326,108.28313253012048
Normal__N_44.jpg,16,L4,14,107,565.5046728971963,215.44859813084113
Normal__N_44.jpg,17,L5,1,5796,572.6026570048309,158.19202898550725
Normal__N_50.jpg,1,T1,1,2256,98.95212765957447,187.32978723404256
Normal__N_50.jpg,2,T2,1,2139,121.69939223936419,184.7185600748013
Normal__N_50.jpg,3,T3,1,1803,143.9290072102052,186.69550748752079
Normal__N_50.jpg,3,T3,31,196,175.26020408163265,170.12244897959184
Normal__N_50.jpg,4,T4,5,213,156.5117370892019,153.02347417840375
Normal__N_50.jpg,4,T4,12,567,167.19223985890653,202.62610229276896
Normal__N_50.jpg,4,T4,40,77,175.63636363636363,139.84415584415584
Normal__N_50.jpg,5,T5,1,2978,185.74445936870382,172.5181329751511
Normal__N_50.jpg,6,T6,13,982,211.36048879837068,184.5132382892057
Normal__N_50.jpg,6,T6,20,35,209.9142857142857,133.71428571428572
Normal__N_50.jpg,7,T7,2,4533,235.1299360247077,177.4606221045665
Normal__N_50.jpg,8,T8,1,1917,264.65206051121544,175.7339593114241
Normal__N_50.jpg,9,T9,5,3805,290.15716162943494,172.49198423127464
Normal__N_50.jpg,10,T10,1,3307,320.8938615058966,167.8013305110372
Normal__N_50.jpg,11,T11,1,2866,347.4989532449407,159.07431960921144
Normal__N_50.jpg,12,T12,1,34,353.1764705882353,127.26470588235294
Normal__N_50.jpg,12,T12,2,72,355.0,157.70833333333334
Normal__N_50.jpg,12,T12,19,3907,377.98003583312004,152.99436908113643
Normal__N_50.jpg,13,L1,1,4526,414.7260273972603,147.34312859036677
Normal__N_50.jpg,13,L1,5,59,445.3898305084746,211.5084745762712
Normal__N_50.jpg,14,L2,2,5729,457.9680572525746,153.55594344562752
Normal__N_50.jpg,15,L3,2,5046,503.99484740388425,147.2960760998811
Normal__N_50.jpg,16,L4,2,6033,545.9920437593237,148.2206199237527
Normal__N_50.jpg,17,L5,1,6194,588.831934129803,151.63803680981596
Normal__N_64.jpg,1,T1,1,97,80.87628865979381,139.93814432989691
Normal__N_64.jpg,1,T1,2,2466,100.72708840227088,146.17396593673965
Normal__N_64.jpg,2,T2,1,2304,122.25651041666667,145.74045138888889
Normal__N_64.jpg,3,T3,2,2012,143.64363817097416,139.95427435387674
Normal__N_64.jpg,4,T4,3,72,141.66666666666666,85.26388888888889
Normal__N_64.jpg,4,T4,7,93,154.9247311827957,107.90322580645162
Normal__N_64.jpg,4,T4,10,854,166.75409836065575,155.13231850117097
Normal__N_64.jpg,5,T5,1,4257,189.10664787408973,113.6626732440686
Normal__N_64.jpg,6,T6,1,1002,220.74550898203591,102.56087824351297
Normal__N_64.jpg,7,T7,2,3297,241.24780103124053,118.08553230209282
Normal__N_64.jpg,8,T8,1,1838,268.025571273123,123.43090315560391
Normal__N_64.jpg,9,T9,2,3800,295.3855263157895,126.3621052631579
Normal__N_64.jpg,10,T10,1,3991,330.86670007516915,131.73264845903282
Normal__N_64.jpg,11,T11,1,2859,354.0164393144456,160.25533403287864
Normal__N_64.jpg,12,T12,1,55,359.74545454545455,206.6727272727273
Normal__N_64.jpg,12,T12,4,4150,386.11493975903613,147.51783132530122
Normal__N_64.jpg,13,L1,3,5792,421.8939917127072,146.95476519337018
Normal__N_64.jpg,14,L2,1,4396,455.9096906278435,155.22998180163785
Normal__N_64.jpg,15,L3,1,6266,492.084902649218,155.67315671879987
Normal__N_64.jpg,15,L3,12,63,530.7936507936508,210.17460317460316
Normal__N_64.jpg,16,L4,1,6768,534.2566489361702,147.89878841607566
Normal__N_64.jpg,16,L4,5,147,554.530612244898,230.28571428571428
Normal__N_64.jpg,16,L4,9,146,570.054794520548,160.4041095890411
Normal__N_64.jpg,17,L5,2,5245,571.8116301239276,162.41277407054338
Normal__N_70.jpg,1,T1,1,2081,28.672272945699184,147.40989908697742
Normal__N_70.jpg,2,T2,1,2227,52.191737763807815,150.70633138751683
Normal__N_70.jpg,2,T2,4,657,103.78234398782344,134.78995433789953
Normal__N_70.jpg,2,T2,5,35,101.48571428571428,193.0
Normal__N_70.jpg,2,T2,7,105,110.0952380952381,190.14285714285714
Normal__N_70.jpg,2,T2,15,40,125.775,148.65
Normal__N_70.jpg,2,T2,18,37,131.75675675675674,115.67567567567568
Normal__N_70.jpg,3,T3,1,6503,103.8489927725665,158.91434722435798
Normal__N_70.jpg,3,T3,13,54,154.0,165.40740740740742
Normal__N_70.jpg,4,T4,3,577,151.3483535528596,176.51126516464473
Normal__N_70.jpg,4,T4,11,133,158.78195488721803,119.45112781954887
Normal__N_70.jpg,4,T4,16,31,157.09677419354838,140.03225806451613
Normal__N_70.jpg,5,T5,1,3999,179.0475118779695,160.61040260065016
Normal__N_70.jpg,6,T6,12,247,201.165991902834,200.06882591093117
Normal__N_70.jpg,6,T6,14,72,201.81944444444446,130.94444444444446
Normal__N_70.jpg,7,T7,1,3234,228.09276437847868,163.77056277056278
Normal__N_70.jpg,8,T8,3,31,238.83870967741936,160.58064516129033
Normal__N_70.jpg,8,T8,9,1360,257.4404411764706,162.05220588235295
Normal__N_70.jpg,8,T8,13,33,249.0,202.33333333333334
Normal__N_70.jpg,8,T8,27,69,271.2608695652174,137.8985507246377
Normal__N_70.jpg,9,T9,1,2831,285.58036029671496,158.7121158601201
Normal__N_70.jpg,10,T10,3,3447,321.5361183637946,151.01914708442123
Normal__N_70.jpg,11,T11,1,2957,351.14778491714577,145.58167061210688
Normal__N_70.jpg,11,T11,13,98,518.9285714285714,81.75510204081633
Normal__N_70.jpg,12,T12,3,3555,379.4016877637131,150.11561181434598
Normal__N_70.jpg,12,T12,12,89,409.5168539325843,189.14606741573033
Normal__N_70.jpg,13,L1,1,5270,419.5440227703985,133.0527514231499
Normal__N_70.jpg,13,L1,4,43,434.1162790697674,103.27906976744185
Normal__N_70.jpg,14,L2,2,4855,463.49145211122556,126.08589083419156
Normal__N_70.jpg,15,L3,1,2796,492.0389842632332,152.44134477825466
Normal__N_70.jpg,15,L3,18,609,508.8735632183908,70.60755336617406
Normal__N_70.jpg,15,L3,27,31,531.7741935483871,104.74193548387096
Normal__N_70.jpg,15,L3,32,119,562.4201680672269,82.5126050420168
Normal__N_70.jpg,16,L4,1,5882,537.1246174770487,126.47789867392044
Normal__N_70.jpg,16,L4,2,57,523.1929824561404,72.98245614035088
Normal__N_70.jpg,17,L5,1,1577,572.577045022194,177.61953075459735
Normal__N_70.jpg,17,L5,4,41,546.9024390243902,203.5121951219512
Normal__N_70.jpg,17,L5,5,243,554.7818930041152,120.43621399176955
Normal__N_70.jpg,17,L5,6,37,558.6756756756756,202.86486486486487
Normal__N_70.jpg,17,L5,8,70,584.4142857142857,59.81428571428572
Scoliosis__S_21.jpg,1,T1,1,1365,106.00952380952381,206.32600732600733
Scoliosis__S_21.jpg,2,T2,1,1042,126.76007677543186,211.85796545105566
Scoliosis__S_21.jpg,2,T2,4,407,168.27272727272728,190.84029484029483
Scoliosis__S_21.jpg,2,T2,7,272,185.25367647058823,212.88970588235293
Scoliosis__S_21.jpg,2,T2,8,57,176.87719298245614,236.43859649122808
Scoliosis__S_21.jpg,3,T3,4,2083,163.04224675948151,212.2438790206433
Scoliosis__S_21.jpg,4,T4,9,36,146.30555555555554,185.5
Scoliosis__S_21.jpg,4,T4,31,53,158.03773584905662,218.96226415094338
Scoliosis__S_21.jpg,4,T4,58,112,170.0,241.09821428571428
Scoliosis__S_21.jpg,4,T4,93,1766,208.25877689694224,184.67383918459797
Scoliosis__S_21.jpg,4,T4,102,147,189.71428571428572,227.98639455782313
Scoliosis__S_21.jpg,5,T5,2,77,144.8181818181818,247.83116883116884
Scoliosis__S_21.jpg,5,T5,5,130,161.36923076923077,242.12307692307692
Scoliosis__S_21.jpg,5,T5,20,1690,231.398224852071,152.294674556213
Scoliosis__S_21.jpg,5,T5,29,30,243.06666666666666,104.26666666666667
Scoliosis__S_21.jpg,6,T6,3,301,232.48504983388705,113.95016611295681
Scoliosis__S_21.jpg,6,T6,15,72,244.31944444444446,163.25
Scoliosis__S_21.jpg,6,T6,28,96,245.78125,110.76041666666667
Scoliosis__S_21.jpg,6,T6,45,61,253.11475409836066,124.37704918032787
Scoliosis__S_21.jpg,6,T6,96,1790,323.22067039106145,128.15195530726257
Scoliosis__S_21.jpg,7,T7,8,47,240.36170212765958,114.34042553191489
Scoliosis__S_21.jpg,7,T7,9,1332,256.60435435435437,125.65090090090091
Scoliosis__S_21.jpg,7,T7,12,64,247.671875,113.09375
Scoliosis__S_21.jpg,7,T7,54,101,335.0990099009901,174.01980198019803
Scoliosis__S_21.jpg,7,T7,57,168,344.05357142857144,175.73214285714286
Scoliosis__S_21.jpg,7,T7,78,30,366.3333333333333,173.26666666666668
Scoliosis__S_21.jpg,7,T7,80,127,381.48818897637796,159.66929133858267
Scoliosis__S_21.jpg,7,T7,91,1204,400.58720930232556,175.30149501661128
Scoliosis__S_21.jpg,7,T7,97,40,386.8,211.225
Scoliosis__S_21.jpg,8,T8,1,1187,271.17523167649534,129.1870261162595
Scoliosis__S_21.jpg,8,T8,42,36,335.5833333333333,184.66666666666666
Scoliosis__S_21.jpg,8,T8,44,42,339.04761904761904,193.14285714285714
Scoliosis__S_21.jpg,8,T8,63,849,366.04004711425205,178.7891637220259
Scoliosis__S_21.jpg,8,T8,99,36,375.8333333333333,159.41666666666666
Scoliosis__S_21.jpg,8,T8,101,127,379.7716535433071,218.0
Scoliosis__S_21.jpg,8,T8,141,83,391.3855421686747,196.73493975903614
Scoliosis__S_21.jpg,8,T8,175,55,405.1818181818182,199.5090909090909
Scoliosis__S_21.jpg,8,T8,186,101,409.2772277227723,173.84158415841586
Scoliosis__S_21.jpg,8,T8,192,102,418.20588235294116,175.35294117647058
Scoliosis__S_21.jpg,9,T9,3,1884,292.6772823779193,125.03025477707007
Scoliosis__S_21.jpg,9,T9,10,188,318.8563829787234,183.11170212765958
Scoliosis__S_21.jpg,9,T9,19,38,367.3421052631579,201.55263157894737
Scoliosis__S_21.jpg,10,T10,2,218,302.8348623853211,107.93577981651376
Scoliosis__S_21.jpg,10,T10,7,85,307.2352941176471,154.81176470588235
Scoliosis__S_21.jpg,10,T10,36,53,380.47169811320754,228.18867924528303
Scoliosis__S_21.jpg,11,T11,1,184,354.45108695652175,145.65217391304347
Scoliosis__S_21.jpg,11,T11,17,68,375.1617647058824,146.73529411764707
Scoliosis__S_21.jpg,11,T11,24,50,392.38,226.92
Scoliosis__S_21.jpg,12,T12,1,218,384.7844036697248,141.8348623853211
Scoliosis__S_21.jpg,12,T12,9,150,397.28,207.58666666666667
Scoliosis__S_21.jpg,12,T12,10,97,397.97938144329896,227.1958762886598
Scoliosis__S_21.jpg,12,T12,11,125,397.576,133.128
Scoliosis__S_21.jpg,12,T12,13,74,410.81081081081084,119.63513513513513
Scoliosis__S_21.jpg,12,T12,16,35,413.37142857142857,201.74285714285713
Scoliosis__S_21.jpg,13,L1,1,3271,429.1592785081015,191.1959645368389
Scoliosis__S_21.jpg,13,L1,9,674,415.7032640949555,138.4807121661721
Scoliosis__S_21.jpg,14,L2,18,37,439.8918918918919,228.40540540540542
Scoliosis__S_21.jpg,14,L2,23,3650,463.4917808219178,176.27726027397262
Scoliosis__S_21.jpg,14,L2,37,113,516.1946902654868,123.38938053097345
Scoliosis__S_21.jpg,15,L3,2,6597,504.64271638623615,190.1815976959224
Scoliosis__S_21.jpg,16,L4,1,194,514.5927835051547,221.89690721649484
Scoliosis__S_21.jpg,16,L4,9,43,555.1860465116279,217.67441860465115
Scoliosis__S_24.jpg,1,T1,1,1018,22.601178781925345,127.71218074656188
Scoliosis__S_24.jpg,2,T2,1,1674,43.57287933094385,135.2688172043011
Scoliosis__S_24.jpg,3,T3,1,4543,94.23530706581555,142.58067356372442
Scoliosis__S_24.jpg,3,T3,15,37,147.02702702702703,163.0
Scoliosis__S_24.jpg,4,T4,9,3245,178.3050847457627,203.74298921417565
Scoliosis__S_24.jpg,4,T4,26,84,140.03571428571428,144.0952380952381
Scoliosis__S_24.jpg,4,T4,47,84,223.6547619047619,205.77380952380952
Scoliosis__S_24.jpg,4,T4,50,57,223.28070175438597,256.43859649122805
Scoliosis__S_24.jpg,5,T5,4,2180,230.12339449541284,242.8408256880734
Scoliosis__S_24.jpg,5,T5,54,62,259.98387096774195,237.91935483870967
Scoliosis__S_24.jpg,5,T5,55,65,265.33846153846156,222.43076923076924
Scoliosis__S_24.jpg,6,T6,12,250,244.624,270.908
Scoliosis__S_24.jpg,6,T6,65,5715,321.8617672790901,227.02344706911637
Scoliosis__S_24.jpg,7,T7,15,1101,266.6021798365123,256.8646684831971
Scoliosis__S_24.jpg,7,T7,18,52,251.53846153846155,227.07692307692307
Scoliosis__S_24.jpg,7,T7,20,87,250.82758620689654,259.9655172413793
Scoliosis__S_24.jpg,7,T7,62,33,365.8787878787879,199.24242424242425
Scoliosis__S_24.jpg,7,T7,71,135,372.63703703703703,198.84444444444443
Scoliosis__S_24.jpg,7,T7,106,67,398.2686567164179,154.76119402985074
Scoliosis__S_24.jpg,8,T8,4,123,267.1056910569106,284.1788617886179
Scoliosis__S_24.jpg,8,T8,10,59,289.5593220338983,78.08474576271186
Scoliosis__S_24.jpg,8,T8,29,113,362.4867256637168,165.73451327433628
Scoliosis__S_24.jpg,8,T8,32,30,360.9,234.66666666666666
Scoliosis__S_24.jpg,8,T8,53,187,373.3368983957219,222.64705882352942
Scoliosis__S_24.jpg,8,T8,80,1877,389.99840170484816,179.86254661694193
Scoliosis__S_24.jpg,8,T8,96,219,409.2009132420091,151.34703196347033
Scoliosis__S_24.jpg,8,T8,103,69,419.07246376811594,141.7536231884058
Scoliosis__S_24.jpg,10,T10,13,52,542.6153846153846,251.71153846153845
Scoliosis__S_24.jpg,11,T11,4,41,362.2926829268293,157.1951219512195
Scoliosis__S_24.jpg,11,T11,52,122,529.5737704918033,225.65573770491804
Scoliosis__S_24.jpg,11,T11,57,32,531.84375,254.625
Scoliosis__S_24.jpg,11,T11,64,37,542.0,244.7027027027027
Scoliosis__S_24.jpg,11,T11,65,60,550.2666666666667,218.7
Scoliosis__S_24.jpg,12,T12,1,61,394.21311475409834,128.04918032786884
Scoliosis__S_24.jpg,12,T12,4,2135,424.2430913348946,156.688056206089
Scoliosis__S_24.jpg,12,T12,43,161,463.5031055900621,154.16770186335404
Scoliosis__S_24.jpg,12,T12,58,35,479.7142857142857,131.77142857142857
Scoliosis__S_24.jpg,12,T12,59,65,482.1384615384615,141.90769230769232
Scoliosis__S_24.jpg,13,L1,3,1561,450.4823830877643,134.2158872517617
Scoliosis__S_24.jpg,13,L1,5,251,431.58964143426294,189.48605577689244
Scoliosis__S_24.jpg,14,L2,4,1118,481.68067978533094,229.35688729874775
Scoliosis__S_24.jpg,14,L2,5,185,477.572972972973,114.29729729729729
Scoliosis__S_24.jpg,15,L3,2,1355,510.7232472324723,243.97859778597785
Scoliosis__S_24.jpg,16,L4,1,219,520.1689497716895,219.22374429223746
Scoliosis__S_24.jpg,16,L4,3,303,541.5445544554456,237.5016501650165
Scoliosis__S_24.jpg,16,L4,4,104,534.6538461538462,264.9230769230769
Scoliosis__S_24.jpg,16,L4,8,98,551.6326530612245,212.60204081632654
Scoliosis__S_24.jpg,16,L4,17,38,568.578947368421,194.42105263157896
Scoliosis__S_24.jpg,17,L5,1,76,542.6578947368421,208.9078947368421
Scoliosis__S_24.jpg,17,L5,8,2003,578.8906640039941,236.22865701447827
Scoliosis__S_24.jpg,17,L5,9,99,565.2121212121212,190.63636363636363
Scoliosis__S_24.jpg,17,L5,47,703,612.5234708392603,201.8122332859175
Scoliosis__S_25.jpg,1,T1,1,1134,117.52557319223986,145.3095238095238
Scoliosis__S_25.jpg,2,T2,1,1521,144.05193951347798,146.51347797501643
Scoliosis__S_25.jpg,3,T3,1,2078,180.73532242540904,145.90182868142443
Scoliosis__S_25.jpg,4,T4,23,44,198.47727272727272,159.77272727272728
Scoliosis__S_25.jpg,4,T4,25,3318,239.7326702833032,157.45629897528633
Scoliosis__S_25.jpg,4,T4,26,37,199.0810810810811,127.13513513513513
Scoliosis__S_25.jpg,5,T5,1,363,241.44628099173553,137.4159779614325
Scoliosis__S_25.jpg,5,T5,23,200,263.365,147.48
Scoliosis__S_25.jpg,5,T5,30,92,266.9021739130435,181.5
Scoliosis__S_25.jpg,5,T5,50,172,281.43023255813955,180.22093023255815
Scoliosis__S_25.jpg,6,T6,10,2955,322.7258883248731,193.077834179357
Scoliosis__S_25.jpg,7,T7,25,110,385.58181818181816,205.46363636363637
Scoliosis__S_25.jpg,7,T7,54,49,417.6734693877551,219.28571428571428
Scoliosis__S_25.jpg,8,T8,1,727,373.5777166437414,212.4264099037139
Scoliosis__S_25.jpg,8,T8,18,5460,449.9650183150183,195.80970695970697
Scoliosis__S_25.jpg,8,T8,57,54,459.9259259259259,174.24074074074073
Scoliosis__S_25.jpg,8,T8,116,75,479.5733333333333,169.46666666666667
Scoliosis__S_25.jpg,8,T8,167,40,524.675,134.4
Scoliosis__S_25.jpg,8,T8,177,285,531.6526315789474,113.78245614035087
Scoliosis__S_25.jpg,9,T9,11,2554,493.1628817541112,136.01252936570086
Scoliosis__S_25.jpg,9,T9,24,82,455.3170731707317,193.2439024390244
Scoliosis__S_25.jpg,9,T9,60,61,469.1967213114754,135.0
Scoliosis__S_25.jpg,9,T9,106,221,504.3031674208145,154.59276018099547
Scoliosis__S_25.jpg,9,T9,199,34,539.8529411764706,125.23529411764706
Scoliosis__S_25.jpg,9,T9,200,56,540.4642857142857,88.125
Scoliosis__S_25.jpg,10,T10,107,43,530.7906976744187,131.97674418604652
Scoliosis__S_25.jpg,10,T10,124,329,547.6960486322189,87.33738601823708
Scoliosis__S_25.jpg,10,T10,148,38,539.3157894736842,119.36842105263158
Scoliosis__S_25.jpg,11,T11,1,674,368.12314540059344,185.37091988130564
Scoliosis__S_25.jpg,11,T11,7,194,373.1701030927835,233.45876288659792
Scoliosis__S_25.jpg,11,T11,35,74,462.9864864864865,147.5810810810811
Scoliosis__S_25.jpg,11,T11,60,48,472.6458333333333,120.66666666666667
Scoliosis__S_25.jpg,11,T11,78,141,486.68794326241135,104.56737588652483
Scoliosis__S_25.jpg,11,T11,114,620,511.98387096774195,80.68064516129033
Scoliosis__S_25.jpg,11,T11,171,203,544.768472906404,60.926108374384235
Scoliosis__S_25.jpg,11,T11,189,254,557.1220472440945,89.0984251968504
Scoliosis__S_25.jpg,12,T12,2,130,376.1,241.43076923076924
Scoliosis__S_25.jpg,12,T12,3,35,388.54285714285714,173.71428571428572
Scoliosis__S_25.jpg,12,T12,6,124,400.80645161290323,177.75806451612902
Scoliosis__S_25.jpg,12,T12,7,512,405.888671875,238.517578125
Scoliosis__S_25.jpg,12,T12,13,709,436.4062059238364,171.49224259520452
Scoliosis__S_25.jpg,12,T12,65,129,547.1937984496124,120.05426356589147
Scoliosis__S_25.jpg,13,L1,3,35,413.9714285714286,250.77142857142857
Scoliosis__S_25.jpg,13,L1,25,34,467.20588235294116,163.35294117647058
Scoliosis__S_25.jpg,16,L4,3,41,534.3170731707318,56.36585365853659
Scoliosis__S_25.jpg,16,L4,4,50,543.46,51.36
Scoliosis__S_25.jpg,16,L4,7,110,555.3363636363637,45.981818181818184
Scoliosis__S_25.jpg,16,L4,11,56,569.4107142857143,45.267857142857146
Scoliosis__S_25.jpg,17,L5,7,1051,576.0561370123692,75.91151284490961
Scoliosis__S_28.jpg,1,T1,1,2188,90.14259597806216,165.10054844606947
Scoliosis__S_28.jpg,2,T2,1,2652,121.8446455505279,159.93099547511312
Scoliosis__S_28.jpg,3,T3,1,2640,160.56742424242424,154.01363636363635
Scoliosis__S_28.jpg,3,T3,33,95,197.8736842105263,144.7263157894737
Scoliosis__S_28.jpg,4,T4,12,3888,215.7602880658436,125.31404320987654
Scoliosis__S_28.jpg,4,T4,46,103,250.50485436893203,93.83495145631068
Scoliosis__S_28.jpg,4,T4,57,39,269.4102564102564,96.66666666666667
Scoliosis__S_28.jpg,5,T5,15,946,258.55285412262157,96.87949260042284
Scoliosis__S_28.jpg,6,T6,31,69,262.8985507246377,76.34782608695652
Scoliosis__S_28.jpg,6,T6,36,50,266.54,97.56
Scoliosis__S_28.jpg,6,T6,49,5939,325.33069540326653,102.76797440646574
Scoliosis__S_28.jpg,6,T6,94,42,376.26190476190476,147.02380952380952
Scoliosis__S_28.jpg,7,T7,1,403,269.85856079404465,61.78660049627791
Scoliosis__S_28.jpg,7,T7,25,46,365.2173913043478,151.6304347826087
Scoliosis__S_28.jpg,7,T7,99,53,395.4339622641509,166.9245283018868
Scoliosis__S_28.jpg,8,T8,6,42,289.64285714285717,58.42857142857143
Scoliosis__S_28.jpg,8,T8,15,158,310.50632911392404,63.86708860759494
Scoliosis__S_28.jpg,8,T8,32,32,351.9375,142.78125
Scoliosis__S_28.jpg,8,T8,37,2950,390.5491525423729,158.10983050847457
Scoliosis__S_28.jpg,9,T9,3,73,321.0821917808219,63.9041095890411
Scoliosis__S_28.jpg,10,T10,19,35,471.37142857142857,243.65714285714284
Scoliosis__S_28.jpg,10,T10,28,40,506.8,262.675
Scoliosis__S_28.jpg,11,T11,18,73,382.2054794520548,192.6164383561644
Scoliosis__S_28.jpg,12,T12,17,38,449.3157894736842,232.78947368421052
Scoliosis__S_28.jpg,12,T12,18,139,459.7913669064748,241.44604316546761
Scoliosis__S_28.jpg,13,L1,1,733,437.2660300136426,255.9181446111869
Scoliosis__S_28.jpg,13,L1,2,337,432.8041543026706,210.96439169139467
Scoliosis__S_28.jpg,13,L1,26,98,472.3469387755102,227.76530612244898
Scoliosis__S_28.jpg,14,L2,1,523,453.434034416826,261.65391969407267
Scoliosis__S_28.jpg,14,L2,5,1160,480.52327586206894,227.3706896551724
Scoliosis__S_28.jpg,15,L3,1,228,485.7675438596491,268.4780701754386
Scoliosis__S_28.jpg,15,L3,6,1759,514.5054007959068,200.76918703808983
Scoliosis__S_28.jpg,16,L4,1,588,507.3656462585034,222.3231292517007
Scoliosis__S_28.jpg,16,L4,2,1959,532.6054109239408,201.5931597753956
Scoliosis__S_28.jpg,17,L5,1,3074,557.6977878985036,191.2615484710475
Scoliosis__S_32.JPG,1,T1,1,767,98.14732724902217,200.35462842242504
Scoliosis__S_32.JPG,2,T2,1,907,117.08820286659316,193.13891951488424
Scoliosis__S_32.JPG,3,T3,1,5334,172.9994375703037,165.91901012373452
Scoliosis__S_32.JPG,4,T4,8,378,209.494708994709,114.15608465608466
Scoliosis__S_32.JPG,4,T4,26,31,206.80645161290323,171.7741935483871
Scoliosis__S_32.JPG,4,T4,45,82,222.02439024390245,142.71951219512195
Scoliosis__S_32.JPG,5,T5,5,242,211.53719008264463,95.4090909090909
Scoliosis__S_32.JPG,5,T5,16,103,224.90291262135923,108.94174757281553
Scoliosis__S_32.JPG,5,T5,23,51,224.47058823529412,76.29411764705883
Scoliosis__S_32.JPG,5,T5,42,34,232.14705882352942,118.23529411764706
Scoliosis__S_32.JPG,5,T5,44,49,233.18367346938774,59.30612244897959
Scoliosis__S_32.JPG,5,T5,95,41,264.0975609756098,64.21951219512195
Scoliosis__S_32.JPG,6,T6,24,1264,244.47943037974684,77.7238924050633
Scoliosis__S_32.JPG,6,T6,59,32,281.84375,85.6875
Scoliosis__S_32.JPG,6,T6,65,915,328.93333333333334,81.67868852459016
Scoliosis__S_32.JPG,6,T6,71,81,319.8395061728395,60.04938271604938
Scoliosis__S_32.JPG,6,T6,73,88,316.5,42.31818181818182
Scoliosis__S_32.JPG,7,T7,2,279,249.94623655913978,83.00358422939068
Scoliosis__S_32.JPG,7,T7,4,111,244.9189189189189,57.549549549549546
Scoliosis__S_32.JPG,7,T7,20,1111,287.41764176417644,59.29252925292529
Scoliosis__S_32.JPG,7,T7,39,55,308.2,70.83636363636364
Scoliosis__S_32.JPG,7,T7,76,103,337.63106796116506,102.51456310679612
Scoliosis__S_32.JPG,7,T7,143,30,390.06666666666666,213.3
Scoliosis__S_32.JPG,8,T8,8,110,296.6636363636364,48.0
Scoliosis__S_32.JPG,8,T8,15,31,301.7741935483871,55.74193548387097
Scoliosis__S_32.JPG,8,T8,22,32,311.09375,55.59375
Scoliosis__S_32.JPG,8,T8,29,84,327.1547619047619,54.976190476190474
Scoliosis__S_32.JPG,8,T8,37,86,333.8488372093023,80.70930232558139
Scoliosis__S_32.JPG,8,T8,69,69,380.9710144927536,108.44927536231884
Scoliosis__S_32.JPG,9,T9,11,66,327.1363636363636,48.25757575757576
Scoliosis__S_32.JPG,11,T11,12,107,365.8130841121495,80.95327102803738
Scoliosis__S_32.JPG,11,T11,16,111,373.963963963964,113.36936936936937
Scoliosis__S_32.JPG,11,T11,31,32,388.0625,136.625
Scoliosis__S_32.JPG,11,T11,90,93,431.1290322580645,221.86021505376345
Scoliosis__S_32.JPG,11,T11,280,2170,521.1244239631336,204.48433179723503
Scoliosis__S_32.JPG,11,T11,298,50,498.64,243.18
